pid	devicetype	brand	model	version	fccid	availability	whereavailable	supportedsincecommit	supportedsincerel	supportedcurrentrel	unsupported_functions	target	subtarget	packagearchitecture	bootloader	cpu	cpucores	cpumhz	flashmb	rammb	ethernet100mports	ethernetgbitports	switch	vlan	modem	commentsnetworkports	wlanhardware	wlan24ghz	wlan50ghz	wlancomments	wlandriver	detachableantennas	bluetooth	usbports	sataports	commentsusbsataports	videoports	audioports	phoneports	commentsavports	serial	serialconnectionparameters	jtag	ledcount	buttoncount	gpios	powersupply	devicepage	device_techdata	owrt_forum_topic_url	lede_forum_topic_url	forumsearch	gitsearch	wikideviurl	oemdevicehomepageurl	firmwareoemstockurl	firmwareopenwrtinstallurl	firmwareopenwrtupgradeurl	firmwareopenwrtsnapshotinstallurl	firmwareopenwrtsnapshotupgradeurl	installationmethods	commentinstallation	recoverymethods	commentrecovery	picture	comments
15667504	NAS	Iomega	Storcenter ix2-200	NULL	NULL	Discontinued		https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=27b2f0fc0fc5513304a5be3c5b8cb23aeb09e6f5	19.07.0	21.02.3	NULL	kirkwood	generic	arm_xscale	U-Boot	Marvell 88F6281	1	1000	32	256	-	1	-	?	-		-	-	-		none	-	-	3x 2.0	2		-	-	-		Yes	115200 / 8N1	Yes	?	?	-	12 VDC, 4.0 A		View/Edit data	NULL	NULL	Storcenter ix2-200	Storcenter ix2-200	https://wikidevi.wi-cat.ru/Iomega_StorCenter_ix2-200	http://portal.iomegacloud.com/ix2200ce.php		https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-iom_ix2-200-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-iom_ix2-200-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-iom_ix2-200-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-iom_ix2-200-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		unknown		media:example:genericrouter1.png	
15667580	Single Board Computer	Marvell	DB-88F8040-Modular	NULL	NULL	unknown 2019	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=5b7b0c68c7659bb4c0d2c3c52946dafd5703cb13	19.07.0	21.02.3	NULL	mvebu	cortexa72	aarch64_cortex-a72	U-Boot	Marvell Armada 88F8040	4	2000	SD	?	-	2	?	?	-		-	-	-		none	-	-	2x 3.0	2x SATA3		-	-	-		Yes	?	Yes	?	?	?	?		View/Edit data	NULL	NULL	DB-88F8040-Modular	DB-88F8040-Modular	NULL			https://downloads.openwrt.org/releases/21.02.3/targets/mvebu/cortexa72/openwrt-21.02.3-mvebu-cortexa72-marvell_armada8040-db-squashfs-sdcard.img.gz	https://downloads.openwrt.org/releases/21.02.3/targets/mvebu/cortexa72/openwrt-21.02.3-mvebu-cortexa72-marvell_armada8040-db-squashfs-sdcard.img.gz	https://downloads.openwrt.org/snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_armada8040-db-squashfs-sdcard.img.gz	https://downloads.openwrt.org/snapshots/targets/mvebu/cortexa72/openwrt-mvebu-cortexa72-marvell_armada8040-db-squashfs-sdcard.img.gz	see git-commit		unknown		media:example:genericrouter1.png	
15667581	Single Board Computer	Marvell	RD-A370-A1	NULL	NULL	unknown 2018	?	https://git.lede-project.org/?p=source.git;a=commit;h=25475a095ec71f55826a5864e78e09c27031f179	15.05	21.02.3	NULL	mvebu	cortexa9	arm_cortex-a9_vfpv3	?	Marvell Armada 370	1	1200	1024NAND	512	-	5	?	Yes	?		2x mini-PCIe	?	?		unknown	?	?	2x 2.0	-		?	?	?		?	?	?	?	?	?	?		View/Edit data	NULL	NULL	Marvell RD-A370-A1	Marvell RD-A370-A1	NULL			NULL	https://downloads.openwrt.org/releases/21.02.3/targets/mvebu/cortexa9/openwrt-21.02.3-mvebu-cortexa9-marvell_a370-rd-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/mvebu/cortexa9/openwrt-mvebu-cortexa9-marvell_a370-rd-squashfs-sysupgrade.bin	unknown		unknown		media:example:genericrouter1.png	
15667625	WiFi Router	jjPlus	JWAP230	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=d2c9b169b3a3c43e66648590a9d0f1a12becebcf	17.01.0	19.07.10	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Qualcomm Atheros QCA9558	1	720	16	128	-	2	Qualcomm Atheros QCA8337	Yes	-		Qualcomm Atheros QCA9558	b/g/n	-		ath10k	-	-	1x 2.0	-		-	-	-		Yes	?	Yes	6	1	-	PoE 802.3at		View/Edit data	NULL	NULL	JWAP230	JWAP230	NULL	http://www.jjplus.com/?page_id=2871		NULL	https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/generic/openwrt-19.07.10-ar71xx-generic-jwap230-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-jjplus_jwap230-squashfs-sysupgrade.bin	U-Boot TFTP + serial recovery		U-Boot TFTP + serial recovery		media:example:genericrouter1.png	Datasheet: http://www.jjplus.com/datasheet/SpecSheet_JWAP230-0_20161006.pdf
15667666	Single Board Computer	NXP	LS1012ARDB	NULL	NULL	Available 2017	?	https://git.lede-project.org/?p=source.git;a=commit;h=15a14cf1665ef3d8b5c77cce69b52d131340e3b3	17.01.0	18.06.9	NULL	layerscape		arm_cortex-a15_neon-vfpv4	?	NXP LS1012A	1	800	4096	1024	-	2	?	?	-		SDIO WiFi module	b/g/n	-		unknown	-	-	1x 3.0	1		-	-	-		?	?	Yes	1	1	?	PoE		View/Edit data	NULL	NULL	LS1012ARDB	LS1012ARDB	NULL	https://www.nxp.com/products/microcontrollers-and-processors/arm-processors/qoriq-layerscape-arm-processors/qoriq-ls1012a-reference-design-board:LS1012A-RDB	https://www.nxp.com/products/microcontrollers-and-processors/arm-processors/qoriq-layerscape-arm-processors/qoriq-ls1012a-reference-design-board:LS1012A-RDB	https://downloads.openwrt.org/releases/18.06.9/targets/layerscape/armv8_32b/openwrt-18.06.9-layerscape-armv8_32b-ls1012ardb-ubifs-firmware.bin	NULL	https://downloads.openwrt.org/snapshots/targets/layerscape/armv8_32b/openwrt-layerscape-armv8_32b-ls1012ardb-ubifs-firmware.bin	NULL	unknown		unknown		media:example:genericrouter1.png	32b and 64b firmware available
15667673	WiFi Router	Sitecom	WL-341	v3 001	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=b3fdd931d1b0a992f8977cb7c86c1f9eb10872a7	12.09	18.06.9	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3052_MP1	1	384	4	16	5	-	?	?	-		Ralink RT2800pci	b/g/n	-		rt2800pci	-	-	1x Header	-		-	-	-		Yes	57600 / 8N1	No	?	1	-	?	toh:sitecom:wl-341	View/Edit data	NULL	NULL	WL-341	WL-341	NULL			NULL	https://downloads.openwrt.org/releases/18.06.9/targets/ramips/rt305x/openwrt-18.06.9-ramips-rt305x-wl-341v3-squashfs-sysupgrade.bin	NULL	NULL	see devicepage		see devicepage		media:example:genericrouter1.png	
15667674	WiFi Router	Siemens	Gigaset 604 IL	2.0	NULL	Discontinued					Possible to support	lantiq	xway	mips_24kc	U-Boot	Lantiq XWAY Danube	2	333	32NAND	64	4	-	Lantiq PSB 6973EL	?	ADSL2+	4x Eth	Atheros AR9160	b/g/n	-		ath9k	-	?	1x 2.0	-		-	-	POTS		Yes	?	Yes	?	?	?	?	toh:siemens:gigaset604il	View/Edit data	NULL	NULL	Gigaset 604 IL	Gigaset 604 IL	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
15667675	WiFi Router	SFR (Soci?t? Fran?aise de Radiot?l?phonie)	Neufbox4 (NB4)	NULL	NULL	Discontinued			10.03.1	10.03.1	NULL	brcm63xx	generic	mips_mips32	?	Broadcom BCM6358	2	300	16	32	4	-	Broadcom BCM5325	Yes	ADSL		Broadcom BCM4318	b/g	-		b43	-	?	2x 2.0	-		?	?	?		Yes	?	?	?	?	?	?	toh:sfr:neufbox_4	View/Edit data	NULL	NULL	Neufbox4 (NB4)	Neufbox4 (NB4)	NULL			NULL	NULL	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
15667676	WiFi Router	Sercomm	IP1006RRv2	NULL	NULL	Discontinued			12.09	12.09	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT3052_MP1	1	384	4	16	5	-	?	?	-		Ralink RT2800pci	b/g/n	-		rt2800pci	-	?	-	-		?	?	?		Yes	?	No	?	?	?	?	toh:sitecom:wl-341	View/Edit data	NULL	NULL	IP1006RRv2	IP1006RRv2	NULL			NULL	NULL	NULL	NULL	see devicepage		NULL		media:example:genericrouter1.png	
15667677	WiFi Router	Sercomm	H500-s vfes	v1	NULL	Available 2019	ebay.es	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=ff2c96333f418c	21.02.0	21.02.3	WiFi 2.4GHz	brcm63xx	smp	mips_mips32	CFE	Broadcom BCM63167	2	400	128NAND	128	-	4	Broadcom BCM53134S	Yes	xDSL		Quantenna QT3740BC	b/g/n	a/n/ac		NULL	-	-	1x 2.0	-		-	-	2		Yes	115200 / 8N1	No	11	2	-	12 VDC, 2.5 A	toh:sercomm:h500-s	View/Edit data	NULL	NULL	H500-s	H500-s	https://wikidevi.wi-cat.ru/SerComm_H500-s			https://downloads.openwrt.org/releases/21.02.3/targets/bcm63xx/smp/openwrt-21.02.3-bcm63xx-smp-sercomm_h500-s-vfes-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/bcm63xx/smp/openwrt-21.02.3-bcm63xx-smp-sercomm_h500-s-vfes-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/bcm63xx/smp/openwrt-bcm63xx-smp-sercomm_h500-s-vfes-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/bcm63xx/smp/openwrt-bcm63xx-smp-sercomm_h500-s-vfes-squashfs-sysupgrade.bin	see devicepage		CFE web recovery		media:sercomm:h500s:h500s-case.png	
15667717	WiFi AP	Senao	EAP7660D	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=7bff9c01010f5c8ba3147da4feffff477eccb164	17.01.0	19.07.10	NULL	ar71xx	generic	mips_24kc	RedBoot	Atheros AR7161	1	680	8	64	?	-	?	Yes	-		?	b/g	a		unknown	2	-	?	-		-	-	-		Yes	115200 / 8N1	?	4	2	-	?		View/Edit data	NULL	NULL	EAP7660D	EAP7660D	NULL			NULL	https://downloads.openwrt.org/releases/19.07.10/targets/ar71xx/generic/openwrt-19.07.10-ar71xx-generic-eap7660d-squashfs-sysupgrade.bin	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
15667718	WiFi AP	Senao	CAP4200AG	NULL	https://fcc.io/U2M/-CAP4200AG	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=e99d557c08acb1c659baebe93ce0c56afad34569	17.01.0	18.06.9	NULL	ar71xx	generic	mips_24kc	U-Boot	Atheros AR9344	1	560	16	128	-	1	-	?	-		Atheros AR9382	b/g/n	a/n		ath9k	-	-	-	-		-	-	-		?	?	?	?	?	-	12 VDC, 1.25 A, PoE 802.3af		View/Edit data	NULL	NULL	CAP4200AG	CAP4200AG	https://wikidevi.wi-cat.ru/Senao_CAP4200AG			NULL	https://downloads.openwrt.org/releases/18.06.9/targets/ar71xx/generic/openwrt-18.06.9-ar71xx-generic-cap4200ag-squashfs-sysupgrade.bin	NULL	NULL	unknown		unknown		media:example:genericrouter1.png	
15667719	NAS	Seagate	GoFlexNet	NULL	NULL	Discontinued	?	https://git.lede-project.org/?p=source.git;a=commit;h=c89e87d1868cfe670a8fe0b648bdca2dcb704037	15.05	21.02.3	NULL	kirkwood	generic	arm_xscale	U-Boot	Marvell 88F6281	1	1200	256NAND	128	-	1	-	No	-		-	-	-		none	-	-	1x 2.0	2		-	-	-		Yes	115200 / 8N1	Yes	?	?	-	12 VDC, 2.0 A	toh:seagate:goflexnet	View/Edit data	NULL	NULL	GoFlexNet	GoFlexNet	https://wikidevi.wi-cat.ru/Seagate_GoFlex_Net			https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-seagate_goflexnet-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-seagate_goflexnet-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-seagate_goflexnet-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-seagate_goflexnet-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
15667720	NAS	Seagate	DockStar	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=0e974c50edac8e4e5607e9eb1fcf68e1e822c3be	17.01.0	21.02.3	NULL	kirkwood	generic	arm_xscale	U-Boot	Marvell 88F6281	1	1200	512NAND	128	-	1	-	No	-		-	-	-		none	-	-	4x 2.0	-		-	-	-		Yes	115200 / 8N1	Yes	?	?	-	12 VDC, 2.0 A	toh:seagate:dockstar	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=59559	NULL	DockStar	DockStar	https://wikidevi.wi-cat.ru/Seagate_Dockstar			https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-seagate_dockstar-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/kirkwood/generic/openwrt-21.02.3-kirkwood-seagate_dockstar-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-seagate_dockstar-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/kirkwood/generic/openwrt-kirkwood-seagate_dockstar-squashfs-sysupgrade.bin	see devicepage		NULL		media:example:genericrouter1.png	
15667721	other	Samsung	WAM250	NULL	NULL	Available 2018	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=e58e49bdbe3b2a07cd43f82507e89d4fa4736edd	18.06.0	21.02.3	NULL	ar71xx-ath79	generic	mips_24kc	U-Boot	Atheros AR9344	1	560	16	64	2	-	?	?	-		Atheros AR9344	?	?		ath9k	-	-	1x 2.0	-		-	-	-		Yes	?	?	4	2	-	14 VDC		View/Edit data	NULL	NULL	WAM250	WAM250	NULL			NULL	https://downloads.openwrt.org/releases/21.02.3/targets/ath79/generic/openwrt-21.02.3-ath79-generic-samsung_wam250-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-samsung_wam250-squashfs-sysupgrade.bin	Telnet		see git-commit		media:example:genericrouter1.png	
15667731	Single Board Computer	Olimex	A13-OLinuXino-WIFI	NULL	NULL	Available 2019	olimex.com	https://git.lede-project.org/?p=source.git;a=commit;h=f58bfd1df4e4a9b84a0e94691986c38bab6d8730	14.07	21.02.3	NULL	sunxi	cortexa8	arm_cortex-a8_vfpv3	U-Boot	Allwinner A13	1	1000	microSD	512	-	-	?	?	-	Eth via optional UEXT module	NULL	b/g/n	-		unknown	-	-	3x 2.0	-		VGA	Microphone	-		Yes	?	No	?	5	more than 20	6-16 VDC	toh:olimex:a13-olinuxino	View/Edit data	NULL	NULL	A13-OLinuXino-WIFI	A13-OLinuXino-WIFI	NULL	https://www.olimex.com/Products/OLinuXino/A13/A13-OLinuXino-WIFI/open-source-hardware		https://downloads.openwrt.org/releases/21.02.3/targets/sunxi/cortexa8/openwrt-21.02.3-sunxi-cortexa8-olimex_a13-olinuxino-squashfs-sdcard.img.gz	NULL	https://downloads.openwrt.org/snapshots/targets/sunxi/cortexa8/openwrt-sunxi-cortexa8-olimex_a13-olinuxino-squashfs-sdcard.img.gz	NULL	Sunxi installation		NULL		media:olimex:a13-olinuxino-maxi-wifi-1.jpg	
15667732	Single Board Computer	Olimex	A10-OLinuXino-LIME	NULL	NULL	Available 2019	olimex.com	https://git.lede-project.org/?p=source.git;a=commit;h=1ae42098e9aaaf04b096d595f9a5525fa741c4ea	14.07	21.02.3	NULL	sunxi	cortexa8	arm_cortex-a8_vfpv3	U-Boot	Allwinner A10	1	1000	microSD	512	1	-	-	?	-		-	-	-		none	-	-	2x 2.0	1		VGA	other	-		Yes	115200 / 8N1	No	3	4	more than 20	5 VDC, 3.7V LiPo battery	toh:olimex:a10-olinuxino-lime	View/Edit data	NULL	NULL	A10-OLinuXino-LIME	A10-OLinuXino-LIME	NULL	https://www.olimex.com/Products/OLinuXino/A10/A10-OLinuXino-LIME/open-source-hardware	ftp://staging.olimex.com/Allwinner_Images/A10-OLinuXino-LIME/	https://downloads.openwrt.org/releases/21.02.3/targets/sunxi/cortexa8/openwrt-21.02.3-sunxi-cortexa8-olimex_a10-olinuxino-lime-squashfs-sdcard.img.gz	NULL	https://downloads.openwrt.org/snapshots/targets/sunxi/cortexa8/openwrt-sunxi-cortexa8-olimex_a10-olinuxino-lime-squashfs-sdcard.img.gz	NULL	Sunxi installation		NULL		media:olimex:a10-olinuxino-lime-1.jpg	
15667733	WiFi Router	Buffalo	WZR-HP-G300NH	v1	https://fcc.io/FDI/-09101560-0	Discontinued 2016		https://git.lede-project.org/?p=source.git;a=commit;h=001ebd8d90028c583b1e3b2ef40e3a168c6e7b6a	10.03.1	21.02.1	NULL	ath79	generic	mips_24kc	U-Boot	Atheros AR9132 rev 2	1	400	32	64	-	5	Realtek RTL8366SR	Yes	-		Atheros AR9103	b/g/n	-		ath9k	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	4	3	-	12 VDC, 2.0 A	toh:buffalo:wzr-hp-g300h	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=24052	NULL	WZR-HP-G300NH	WZR-HP-G300NH	https://wikidevi.wi-cat.ru/Buffalo_WZR-HP-G300NH			https://downloads.openwrt.org/releases/21.02.0/targets/ath79/generic/openwrt-21.02.0-ath79-generic-buffalo_wzr-hp-g300nh-s-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.0/targets/ath79/generic/openwrt-21.02.0-ath79-generic-buffalo_wzr-hp-g300nh-s-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-buffalo_wzr-hp-g300nh-s-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ath79/generic/openwrt-ath79-generic-buffalo_wzr-hp-g300nh-s-squashfs-sysupgrade.bin	see devicepage	For ath79, chose the image (rb or s) according to your hardware; see also ath79 git commit for installation instructions	NULL		media:example:genericrouter1.png	
15667776	WiFi Router	ZyXEL	Keenetic Omni II	NULL	NULL	Discontinued 2020		https://git.lede-project.org/?p=source.git;a=commit;h=190ee7d86b450083fea4236d588d0d88a50e1311	17.01.0	21.02.3	NULL	ramips	mt7620	mipsel_24kc	U-Boot	MediaTek MT7620N	1	580	8	64	5	-	MediaTek MT7620N	Yes	-		MediaTek MT7620N	b/g/n	-		mt76	-	-	1x 2.0	-		-	-	-		Yes	57600 / 8N1	?	4	3	-	?		View/Edit data	NULL	NULL	Keenetic Omni II	Keenetic Omni II	NULL	https://zyxel.ru/keenetic-omni-2/	https://help.keenetic.net/hc/article_attachments/115000754425/Keenetic-Omni-V2.07(AAKU.5)C3.zip	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7620/openwrt-21.02.3-ramips-mt7620-zyxel_keenetic-omni-ii-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt7620/openwrt-21.02.3-ramips-mt7620-zyxel_keenetic-omni-ii-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-zyxel_keenetic-omni-ii-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt7620/openwrt-ramips-mt7620-zyxel_keenetic-omni-ii-squashfs-sysupgrade.bin	see git-commit		unknown		media:example:genericrouter1.png	
15667777	WiFi Router	ZyXEL	Keenetic Lite	rev. B	http://?	unknown 2020	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=4dc9ad4af8c921494d20b303b6772fc6b5af3a69	21.02.0	21.02.3	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	8	32	5	-	?	?	-		Ralink RT5350	b/g/n	-		rt2800soc	?	-	-	-		-	-	-		Yes	57600 / 8N1	?	8	2	-	?		View/Edit data	NULL	NULL	Keenetic Lite	Keenetic Lite	NULL	http://?	http://?	NULL	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/rt305x/openwrt-21.02.3-ramips-rt305x-zyxel_keenetic-lite-b-squashfs-sysupgrade.bin	NULL	https://downloads.openwrt.org/snapshots/targets/ramips/rt305x/openwrt-ramips-rt305x-zyxel_keenetic-lite-b-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	
15667778	WiFi Router	ZyXEL	Keenetic Extra II	NULL	NULL	unknown 2018	?	https://git.openwrt.org/?p=openwrt/openwrt.git;a=commit;h=7d07bc96b7e686244ed096d3bbfad297a2ec1ce9	19.07.0	21.02.3	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628NN	1	580	32	128	5	-	?	?	-		MediaTek MT7628N	b/g/n	a/n/ac		mt76	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	4	3	-	?		View/Edit data	NULL	NULL	Keenetic Extra II	Keenetic Extra II	NULL	https://keenetic.com/ru/zyxel-keenetic-extra-2		https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt76x8/openwrt-21.02.3-ramips-mt76x8-zyxel_keenetic-extra-ii-squashfs-factory.bin	https://downloads.openwrt.org/releases/21.02.3/targets/ramips/mt76x8/openwrt-21.02.3-ramips-mt76x8-zyxel_keenetic-extra-ii-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-zyxel_keenetic-extra-ii-squashfs-factory.bin	https://downloads.openwrt.org/snapshots/targets/ramips/mt76x8/openwrt-ramips-mt76x8-zyxel_keenetic-extra-ii-squashfs-sysupgrade.bin	U-Boot TFTP recovery	For TFTP, rename -factory.bin image to kextra2_recovery.bin	U-Boot TFTP recovery	For TFTP, rename -factory.bin image to kextra2_recovery.bin	media:example:genericrouter1.png	
15667779	WiFi Router	ZyXEL	Keenetic 4G III	rev. B	NULL	Discontinued	?		external image	external image	NULL	ramips	mt76x8	mipsel_24kc	U-Boot	MediaTek MT7628NN	1	575	16	64	2	-	?	Yes	-		MediaTek MT7628N	b/g/n	-		mt76	-	-	1x 2.0	-		-	-	-		Yes	57600 / 8N1	?	4	2	-	12 VDC		View/Edit data	NULL	NULL	ZyXEL Keenetic 4G III rev. B	ZyXEL Keenetic 4G III rev. B	https://wikidevi.wi-cat.ru/ZyXEL_Keenetic_4G_III_rev_B	https://keenetic.ru/ru/zyxel-keenetic-4g-3	https://telegra.ph/OpenWrt-for-ZyXEL-Keenetic-4G-III-revB-01-18	https://inf.labz.ru/keenetic/k4g3b-OpenWrt.zip	https://inf.labz.ru/keenetic/openwrt-19.07.5-ramips-mt76x8-zyxel_keenetic-k4g3b-squashfs-sysupgrade.bin	NULL	NULL	U-Boot TFTP recovery	For TFTP, rename -factory.bin image to k4g3b_recovery.bin	U-Boot TFTP recovery	For TFTP, rename -factory.bin image to k4g3b_recovery.bin	media:example:genericrouter1.png	https://telegra.ph/OpenWrt-for-ZyXEL-Keenetic-4G-III-revB-01-18
15667780	WiFi Router	ZyXEL	Keenetic 4G	rev. B	NULL	Discontinued 2015	?			external image	NULL	ramips	rt305x	mipsel_24kc	U-Boot	Ralink RT5350	1	360	8	32	3	-	?	Yes	-		Ralink RT2860	b/g/n	-		rt2800pci	-	-	1x 2.0	-		-	-	-		?	?	?	8	2	-	12 VDC, 1.0 A		View/Edit data	NULL	NULL	Keenetic 4G	Keenetic 4G	https://wikidevi.wi-cat.ru/ZyXEL_Keenetic_4G_rev_B	https://keenetic.com/ru/zyxel-keenetic-4g	https://help.keenetic.com/hc/article_attachments/209440549/Keenetic-4G-V2.04%5BAABV.2%5DC7.zip	NULL	NULL	NULL	NULL	Sysupgrade		TFTP generic	rename image to 'rt305x_firmware.bin' before flashing, tftp ip 192.168.99.8	media:example:genericrouter1.png	Support by external image seems to exist (4pda.ru and others)
15667781	WiFi Router	NETGEAR	DGN2200	v1	https://fcc.io/PY3/09200112	Discontinued			14.07	19.07.10	WiFi 2.4GHz partly	brcm63xx	smp	mips_mips32	CFE	Broadcom BCM6358U	1	300	8	32	4	-	Broadcom BCM5325	Yes	ADSL2+ Annex A		Broadcom BCM43222	b/g/n	-	2x2	b43	-	-	1x 2.0	-		-	-	-		Yes	115200 / 8N1	?	5	2	-	12 VDC, 1.5 A	toh:netgear:dgn2200	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=33373	NULL	DGN2200	DGN2200	https://wikidevi.wi-cat.ru/Netgear_DGN2200v1	http://www.netgear.com/home/products/networking/dsl-modems-routers/dgn2200.aspx	http://www.downloads.netgear.com/files/GDC/DGN2200/DGN2200-V1.0.0.50_7.0.50NA.zip	https://downloads.openwrt.org/releases/19.07.10/targets/brcm63xx/smp/openwrt-19.07.10-brcm63xx-smp-96358VW-generic-squashfs-cfe.bin	NULL	https://downloads.openwrt.org/snapshots/targets/brcm63xx/smp/openwrt-brcm63xx-smp-96358VW-generic-squashfs-cfe.bin	NULL	see devicepage		CFE TFTP + serial recovery		media:example:genericrouter1.png	
15667782	WiFi Router	NETGEAR	DGN2200	v2	NULL	Discontinued					WIP	brcm63xx	generic	mips_mips32	CFE	Broadcom BCM6328	1	320	8	32	4	-	?	?	ADSL2+		Broadcom BCM43225	b/g/n	-		brcmsmac	-	-	1x 2.0	-		-	-	?		Yes	?	No	?	?	-	?	toh:netgear:dgn2200v2	View/Edit data	NULL	NULL	DGN2200	DGN2200	NULL			NULL	NULL	NULL	NULL	NULL		NULL		media:example:genericrouter1.png	
15667783	WiFi Router	NETGEAR	DGN3500	NULL	NULL	Discontinued		https://git.lede-project.org/?p=source.git;a=commit;h=090a75447ba7c4f45047c5d3628bfc70514570a4	14.07	21.02.3	NULL	lantiq	xway	mips_24kc	U-Boot	Lantiq XWAY ARX168	2	333	16	64	-	4	Realtek RTL8366RB	Yes	ADSL2+		Atheros AR9223	b/g/n	-	2x2	ath9k	-	-	1x 2.0	-		-	-	-		Yes	?	?	8	?	-	12 VDC, 1.5 A	toh:netgear:dgn3500b	View/Edit data	https://forum.openwrt.org/viewtopic.php?id=24195	NULL	DGN3500	DGN3500	https://wikidevi.wi-cat.ru/Netgear_DGN3500	https://support.netgear.com/product/DGN3500	https://support.netgear.com/product/DGN3500	https://downloads.openwrt.org/releases/21.02.3/targets/lantiq/xway/openwrt-21.02.3-lantiq-xway-netgear_dgn3500-squashfs-factory.img	https://downloads.openwrt.org/releases/21.02.3/targets/lantiq/xway/openwrt-21.02.3-lantiq-xway-netgear_dgn3500-squashfs-sysupgrade.bin	https://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-netgear_dgn3500-squashfs-factory.img	https://downloads.openwrt.org/snapshots/targets/lantiq/xway/openwrt-lantiq-xway-netgear_dgn3500-squashfs-sysupgrade.bin	U-Boot TFTP recovery		U-Boot TFTP recovery		media:example:genericrouter1.png	Also NA factory + sysupgrade image available
